,MSSubClass,LotFrontage,LotArea,Condition2,OverallQual,OverallCond,YearBuilt,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtUnfSF,TotalBsmtSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageArea,ScreenPorch,PoolQC,New,Abnorml
204,50,50.0,3500,0,5,7,73,3,3,3,0.0,3,3,3,1,408,720,1284,2,1,3,5,0,0,240,0,0,0.0,0
205,20,99.0,11851,0,7,5,30,3,7,7,0.0,3,4,3,1,1424,1424,1442,3,1,3,5,0,0,500,0,0,0.0,0
206,20,40.0,13673,0,5,5,58,3,7,7,0.0,3,3,3,1,1140,1140,1696,3,1,3,8,2,1,349,0,0,0.0,0
207,20,0.0,12493,0,4,5,60,3,5,5,0.0,3,3,3,1,375,1100,1100,3,1,3,6,0,1,312,0,0,0.0,0
208,60,0.0,14364,0,7,5,32,3,9,9,128.0,4,4,3,4,92,1157,2062,3,1,3,7,0,1,454,154,0,0.0,0
209,20,75.0,8250,0,6,7,56,3,7,7,260.0,3,4,3,1,305,1092,1092,3,1,3,6,0,0,504,0,0,0.0,0
211,20,83.0,10420,0,6,5,11,3,11,11,0.0,3,4,3,2,1176,1212,1212,3,1,4,6,0,0,460,0,0,0.0,0
212,60,72.0,8640,0,7,5,11,3,11,11,0.0,3,4,3,1,78,900,1852,3,1,4,7,0,1,644,0,0,1.0,0
213,20,43.0,13568,0,5,5,25,3,11,11,0.0,3,4,3,1,274,990,990,3,1,3,5,0,0,576,0,0,0.0,0
214,60,0.0,10900,0,6,7,43,3,7,7,153.0,3,4,3,1,311,689,1392,3,1,3,6,0,0,299,0,0,0.0,0
215,20,72.0,10011,0,5,6,63,3,7,7,64.0,3,3,3,1,710,1070,1236,2,1,4,6,1,1,447,0,0,0.0,0
216,20,65.0,8450,0,7,5,16,3,11,11,266.0,4,4,3,2,490,1436,1436,3,1,4,8,0,0,484,0,0,0.0,0
217,70,57.0,9906,0,4,4,95,3,6,6,0.0,3,3,3,1,686,686,1328,3,1,3,8,0,0,210,0,0,0.0,0
218,50,0.0,15660,0,7,9,81,3,11,11,312.0,4,3,3,1,457,798,1954,3,1,4,8,0,2,431,0,0,0.0,0
219,120,43.0,3010,0,7,5,15,3,11,11,16.0,4,4,3,3,1232,1248,1248,2,1,4,5,0,0,438,0,0,1.0,0
220,20,73.0,8990,0,7,5,14,3,11,11,0.0,4,4,3,2,1498,1498,1498,2,1,4,5,0,0,675,0,0,1.0,0
221,60,0.0,8068,0,6,5,18,3,11,11,0.0,4,4,3,1,1010,1010,2267,4,1,4,8,0,1,390,0,0,0.0,0
222,60,85.0,11475,0,6,6,45,3,11,11,0.0,3,4,3,1,163,713,1552,3,1,3,6,0,1,434,0,0,0.0,0
223,20,70.0,10500,0,4,6,49,3,7,7,0.0,3,3,3,1,160,864,864,2,1,3,4,0,0,576,0,0,0.0,1
224,20,103.0,13472,0,10,5,17,3,11,11,922.0,5,5,3,4,2336,2392,2392,3,1,5,8,0,1,968,0,0,0.0,0
225,160,21.0,1680,0,5,5,49,3,7,7,142.0,3,3,3,1,630,630,1302,3,1,3,6,0,0,280,0,0,0.0,1
226,60,82.0,9950,0,7,5,25,3,11,11,290.0,4,4,3,1,638,1203,2520,4,1,4,9,0,1,721,0,0,0.0,1
227,160,21.0,1869,0,6,6,50,3,7,7,127.0,3,3,3,1,162,483,987,2,1,3,5,0,0,280,0,0,0.0,0
228,20,70.0,8521,0,5,5,53,3,7,7,0.0,3,3,3,1,70,912,912,3,1,3,5,0,1,336,0,0,0.0,0
229,120,43.0,3182,0,7,5,15,3,11,11,16.0,4,4,3,3,1357,1373,1555,2,1,4,7,0,1,430,0,0,0.0,0
230,20,73.0,8760,0,6,6,61,3,6,6,220.0,3,3,3,1,1194,1194,1194,3,1,3,6,0,0,312,0,0,0.0,0
231,60,174.0,15138,0,8,5,25,3,11,11,506.0,4,4,3,1,773,1462,2794,4,1,5,9,0,1,810,0,0,0.0,0
232,160,21.0,1680,0,6,5,48,3,7,7,297.0,3,3,3,1,483,483,987,2,1,3,5,0,1,288,0,0,0.0,0
233,20,75.0,10650,0,5,6,44,3,7,7,0.0,3,3,4,3,0,894,894,3,1,3,5,0,0,308,0,0,0.0,0
235,160,21.0,1680,0,6,3,49,3,7,7,604.0,3,3,3,1,125,483,987,2,1,3,5,0,0,264,0,0,0.0,0
236,20,65.0,8773,0,7,5,16,3,11,11,98.0,4,4,3,3,1390,1414,1414,3,1,4,6,0,0,494,0,0,0.0,0
237,60,0.0,9453,0,7,7,27,3,7,7,0.0,4,4,3,1,594,996,1744,3,1,4,7,0,0,457,0,0,0.0,0
238,20,93.0,12030,0,8,5,13,3,11,11,254.0,5,5,3,1,1694,1694,1694,3,1,4,7,0,0,818,0,0,1.0,0
239,50,52.0,8741,0,6,4,75,3,11,11,0.0,3,3,2,1,641,735,1487,3,1,3,7,0,1,220,0,0,0.0,0
240,20,75.0,9000,0,8,5,12,3,11,11,36.0,4,4,3,3,488,1566,1566,3,1,4,7,0,0,750,0,0,0.0,0
242,50,63.0,5000,0,5,4,120,3,5,5,0.0,3,3,3,1,540,540,1440,3,1,3,6,0,0,352,0,0,0.0,0
243,160,75.0,10762,0,6,6,40,3,9,9,0.0,3,4,3,1,626,626,1217,3,1,3,6,0,1,288,0,0,0.0,0
244,60,0.0,8880,0,7,5,26,3,11,11,0.0,4,4,3,1,253,948,2110,3,1,4,8,0,2,463,0,0,0.0,0
245,20,80.0,10400,0,7,5,32,3,5,5,102.0,3,4,3,3,916,1845,1872,3,1,3,6,0,1,604,0,0,0.0,0
246,190,69.0,9142,0,6,8,110,3,3,3,0.0,3,2,3,1,1020,1020,1928,4,2,2,9,0,0,440,0,0,0.0,0
247,20,75.0,11310,0,6,5,66,3,5,10,0.0,3,3,3,1,1367,1367,1375,2,1,3,5,0,1,451,0,0,0.0,0
248,60,72.0,11317,0,7,5,17,3,11,11,101.0,4,4,3,1,840,840,1668,3,1,4,8,0,0,500,0,0,0.0,0
249,50,0.0,159000,0,6,7,62,3,5,7,472.0,4,4,3,4,747,1444,2144,4,1,4,7,0,2,389,0,0,0.0,0
251,120,44.0,4750,0,8,5,14,3,11,11,481.0,4,4,3,4,0,1573,1625,2,1,4,5,0,1,538,153,0,0.0,0
252,60,65.0,8366,0,6,5,16,3,11,11,0.0,4,4,3,1,798,798,1640,3,1,4,6,0,0,520,0,0,0.0,0
253,80,85.0,9350,0,6,7,56,3,7,7,108.0,3,4,3,4,452,1302,1302,3,1,4,7,1,0,309,0,0,0.0,0
254,20,70.0,8400,0,5,6,63,3,6,6,0.0,3,3,3,1,392,1314,1314,3,1,3,5,0,0,294,0,0,0.0,0
255,60,66.0,8738,0,7,5,21,3,11,11,302.0,4,4,3,1,975,975,2291,4,1,4,8,0,1,429,0,0,0.0,0
256,60,64.0,8791,0,6,5,17,3,11,11,0.0,4,4,3,1,361,864,1728,3,1,4,7,0,0,673,0,0,0.0,0
257,20,68.0,8814,0,7,5,14,3,11,11,180.0,4,4,3,1,270,1604,1604,3,1,4,8,0,1,660,0,0,0.0,1
258,60,80.0,12435,0,7,5,19,3,11,11,172.0,4,4,3,1,602,963,1792,3,1,4,7,0,1,564,0,0,0.0,0
259,20,70.0,12702,0,5,5,64,3,10,10,0.0,3,0,0,0,0,0,882,2,1,3,4,0,0,308,0,0,0.0,0
260,80,120.0,19296,0,6,5,58,3,5,5,399.0,3,3,3,4,0,1362,1382,3,1,3,6,0,1,884,0,0,0.0,0
261,60,69.0,9588,0,8,5,13,3,12,12,270.0,4,5,3,1,1482,1482,2574,3,1,5,10,0,1,868,0,0,1.0,0
262,80,88.0,8471,0,6,7,43,3,7,9,46.0,3,4,4,3,0,506,1212,3,1,3,6,0,1,492,0,0,0.0,0
263,50,50.0,5500,0,5,7,91,3,5,5,0.0,3,3,3,1,0,926,1316,3,1,3,6,0,0,484,0,0,0.0,0
264,30,30.0,5232,0,5,5,95,3,5,5,0.0,3,2,3,1,680,680,764,2,1,3,4,0,0,504,0,0,0.0,0
265,20,78.0,12090,0,6,6,39,3,6,6,210.0,3,4,3,1,606,1422,1422,3,1,4,7,0,1,576,0,0,0.0,0
266,60,70.0,11207,0,6,5,23,3,11,11,0.0,3,4,3,3,88,802,1511,3,1,3,8,0,1,413,0,0,0.0,0
267,75,60.0,8400,0,5,8,81,3,5,5,0.0,3,3,3,1,342,720,2192,4,1,4,8,0,1,240,0,0,0.0,0
268,30,71.0,6900,0,5,6,80,3,11,11,0.0,3,3,3,1,212,740,778,2,1,3,4,0,1,924,0,0,0.0,0
269,20,0.0,7917,0,6,7,44,3,7,7,174.0,3,3,4,1,392,1143,1113,3,1,3,6,0,1,504,0,0,0.0,0
270,60,84.0,10728,0,8,5,14,3,11,11,0.0,4,4,3,2,1095,1095,1939,3,1,4,8,0,1,1053,0,0,1.0,0
271,20,73.0,39104,0,7,7,66,5,9,9,0.0,3,4,3,4,96,1385,1363,2,1,3,5,3,2,439,0,0,0.0,0
272,60,92.0,11764,0,8,7,21,3,11,11,348.0,4,4,3,1,628,1152,2270,4,1,4,9,0,1,671,0,0,0.0,0
273,20,80.0,9600,0,6,6,62,3,5,5,183.0,3,3,3,1,0,1240,1632,3,1,3,6,1,1,338,0,0,0.0,0
274,20,76.0,8314,0,5,7,38,3,7,4,0.0,3,3,3,4,270,816,816,2,1,3,5,0,0,264,0,0,0.0,0
275,50,55.0,7264,0,7,7,95,3,5,5,0.0,4,3,3,1,952,952,1548,3,1,5,5,0,0,672,144,0,0.0,0
276,20,129.0,9196,0,7,5,17,3,11,11,0.0,4,5,3,1,1560,1560,1560,3,1,4,7,0,0,573,0,0,0.0,0
277,20,140.0,19138,0,4,5,69,3,11,11,0.0,3,3,3,1,744,864,864,2,1,3,4,0,0,400,0,0,0.0,0
278,20,107.0,14450,0,9,5,14,3,12,12,315.0,5,5,3,4,2121,2121,2121,3,1,5,8,0,1,732,142,0,1.0,0
279,60,83.0,10005,0,7,5,43,3,9,9,299.0,3,4,3,1,768,1160,2022,4,1,3,8,0,1,505,0,0,0.0,0
280,60,82.0,11287,0,7,6,31,3,9,9,340.0,4,4,3,3,386,807,1982,3,1,4,7,0,1,575,0,0,0.0,0
281,20,60.0,7200,0,6,5,14,3,11,11,68.0,4,4,3,1,357,1262,1262,2,1,4,5,0,0,572,0,0,1.0,0
282,120,34.0,5063,0,7,5,13,3,11,11,166.0,4,4,3,1,410,1314,1314,2,1,4,6,0,1,626,0,0,0.0,0
283,20,74.0,9612,0,8,5,12,3,11,11,72.0,4,4,3,1,1468,1468,1468,3,1,4,6,0,1,898,0,0,1.0,0
284,120,50.0,8012,0,6,5,28,3,9,4,0.0,4,4,3,1,1145,1575,1575,2,1,4,5,0,0,529,0,0,0.0,0
285,160,35.0,4251,0,7,5,14,3,6,6,0.0,4,4,3,1,625,625,1250,2,1,4,5,0,0,528,0,0,1.0,0
286,50,77.0,9786,0,6,7,58,3,5,5,0.0,3,3,3,1,312,912,1734,3,1,4,7,0,1,440,128,0,0.0,0
288,20,0.0,9819,0,5,5,53,3,6,6,31.0,3,3,3,1,432,882,900,3,1,3,5,0,0,280,0,0,0.0,0
289,70,60.0,8730,0,6,7,105,3,5,5,0.0,3,3,3,1,698,698,1396,3,1,3,7,0,0,384,259,0,0.0,0
290,60,120.0,15611,0,8,5,14,3,11,11,0.0,4,4,3,3,1079,1079,1919,3,1,4,8,0,1,685,0,0,1.0,0
292,50,60.0,11409,0,5,4,71,3,5,5,0.0,3,3,3,1,476,768,1716,3,1,3,8,2,1,281,160,0,0.0,0
293,60,0.0,16659,0,7,7,43,3,9,9,34.0,3,3,3,1,0,795,2263,3,1,4,9,0,1,539,0,0,0.0,0
294,20,80.0,9600,0,6,5,67,3,7,7,238.0,3,3,3,1,131,1416,1644,3,1,3,7,0,2,418,0,0,0.0,0
295,80,37.0,7937,0,6,6,36,3,7,7,0.0,3,3,3,3,184,1003,1003,3,1,3,6,0,0,588,0,0,0.0,0
296,50,75.0,13710,0,5,5,70,3,5,5,0.0,3,3,3,1,490,910,1558,4,1,3,6,0,0,282,0,0,0.0,0
297,60,66.0,7399,0,7,5,23,3,11,11,1600.0,4,4,3,1,326,975,1950,3,1,4,7,0,1,576,198,0,0.0,0
298,60,90.0,11700,0,6,6,52,3,7,2,365.0,4,3,3,1,143,702,1743,3,1,3,7,0,1,539,0,0,0.0,0
299,20,80.0,14000,0,6,8,70,3,7,7,0.0,3,3,3,1,1092,1092,1152,3,1,4,6,0,1,300,0,0,0.0,0
300,190,90.0,15750,0,5,5,67,3,6,6,56.0,3,3,3,2,324,1165,1336,2,1,3,5,0,2,375,0,0,0.0,0
301,60,66.0,16226,0,8,5,22,3,11,11,0.0,4,4,3,1,747,1028,2452,4,1,4,9,0,1,683,0,0,0.0,0
302,20,118.0,13704,0,7,5,19,3,11,11,150.0,4,4,3,1,1541,1541,1541,3,1,4,6,0,1,843,0,0,0.0,0
303,20,70.0,9800,0,5,7,48,3,11,11,0.0,3,3,3,1,0,894,894,3,1,3,5,0,0,552,0,0,0.0,1
304,75,87.0,18386,0,7,9,140,3,12,12,0.0,3,3,3,1,1470,1470,3493,3,1,4,10,0,1,870,0,0,0.0,0
305,20,80.0,10386,0,8,5,16,3,12,12,246.0,4,4,3,1,536,2000,2000,3,1,4,8,0,0,888,0,0,0.0,0
306,60,116.0,13474,0,7,5,30,3,7,9,246.0,4,4,3,1,0,700,2243,4,1,4,8,0,1,746,0,0,0.0,0
308,30,0.0,12342,0,4,5,80,3,11,11,0.0,3,3,3,1,599,861,861,1,1,3,4,0,0,539,0,0,0.0,0
309,20,90.0,12378,0,9,5,17,3,11,11,0.0,4,5,3,4,622,1896,1944,3,1,5,8,0,3,708,0,0,0.0,0
310,60,0.0,7685,0,6,5,27,3,7,7,112.0,3,4,3,1,179,697,1501,3,1,4,6,0,1,420,0,0,0.0,0
311,20,50.0,8000,0,6,6,72,3,11,11,0.0,3,3,3,1,292,972,972,2,1,3,5,0,1,240,0,0,0.0,0
312,190,65.0,7800,0,5,7,81,3,6,6,0.0,3,4,3,2,286,793,1118,3,1,3,5,0,1,410,271,0,0.0,0
313,20,150.0,215245,0,7,5,55,3,10,10,0.0,3,4,3,4,80,2136,2036,3,1,3,8,0,2,513,0,0,0.0,0
314,70,60.0,9600,0,7,7,95,3,5,5,0.0,3,3,4,1,712,728,1641,3,1,5,6,0,1,546,0,0,0.0,0
315,60,71.0,7795,0,7,5,16,3,11,11,0.0,4,4,3,1,291,716,1432,3,1,4,6,0,1,432,0,0,0.0,0
316,60,94.0,13005,0,7,7,40,3,12,12,278.0,4,4,3,1,153,845,2353,4,1,5,10,0,1,484,0,0,0.0,0
317,60,75.0,9000,0,8,5,14,3,11,11,0.0,4,4,3,3,1088,1088,1959,3,1,4,8,0,1,1025,0,0,0.0,0
318,60,90.0,9900,0,7,5,27,3,7,7,256.0,4,4,3,4,360,1347,2646,4,1,4,9,0,1,656,0,0,0.0,0
319,80,0.0,14115,0,7,5,40,3,9,9,225.0,3,4,3,3,336,1372,1472,3,1,3,6,0,2,588,0,0,0.0,0
320,60,111.0,16259,0,9,5,14,3,11,11,370.0,3,5,4,3,1249,1249,2596,4,1,4,9,0,0,840,0,0,1.0,0
321,60,99.0,12099,0,8,5,16,3,11,11,388.0,4,5,3,3,166,1136,2468,4,1,4,10,0,1,872,0,0,0.0,0
322,60,86.0,10380,0,7,5,34,3,9,9,172.0,4,3,3,4,0,1502,2730,4,1,4,8,0,1,576,0,0,0.0,0
323,20,49.0,5820,0,3,8,65,3,11,11,0.0,3,3,3,1,906,1162,1163,3,1,3,6,0,0,220,0,0,0.0,0
324,80,96.0,11275,0,7,7,53,4,5,5,300.0,4,4,3,1,710,710,2978,5,1,4,11,0,1,564,0,0,0.0,0
325,45,50.0,5000,0,5,6,79,3,6,6,0.0,3,3,3,3,604,720,803,2,1,3,5,0,0,360,0,0,0.0,0
326,120,32.0,10846,0,8,5,27,3,10,10,0.0,4,4,3,4,100,1719,1719,1,1,4,6,0,2,473,0,0,0.0,0
327,20,80.0,11600,0,6,5,60,3,5,5,175.0,3,3,3,1,818,1383,1383,3,1,3,7,0,0,292,0,0,0.0,0
328,75,0.0,11888,0,6,6,104,3,5,8,0.0,3,3,3,1,844,844,2134,5,1,4,10,0,0,441,0,0,0.0,0
329,70,60.0,6402,0,5,5,100,3,5,8,0.0,3,3,3,2,596,596,1192,3,1,3,6,0,0,189,0,0,0.0,0
330,90,0.0,10624,0,5,4,56,3,7,7,84.0,3,3,3,1,1424,1728,1728,6,2,3,10,0,0,352,0,0,0.0,0
331,20,70.0,8176,0,5,6,62,3,5,5,0.0,3,3,3,1,210,1056,1056,3,1,3,6,0,0,308,0,0,0.0,0
332,20,85.0,10655,0,8,5,17,3,11,11,296.0,4,4,3,1,1603,3206,1629,3,1,4,7,0,1,880,0,0,0.0,0
333,120,59.0,8198,0,7,5,16,3,11,11,146.0,4,4,3,3,638,1358,1358,2,1,4,6,0,1,484,0,0,0.0,0
334,60,59.0,9042,0,6,5,22,3,11,11,0.0,3,4,3,4,115,943,1638,3,1,3,7,0,2,472,0,0,0.0,0
335,190,0.0,164660,0,5,6,55,3,9,9,0.0,3,3,3,4,103,1499,1786,3,1,3,7,0,2,529,0,0,0.0,0
336,20,86.0,14157,0,9,5,15,3,11,11,200.0,4,5,3,4,673,1922,1922,3,1,4,8,0,1,676,0,0,0.0,0
337,20,70.0,9135,0,7,5,18,3,11,11,113.0,4,4,3,3,726,1536,1536,3,1,4,7,0,0,532,0,0,0.0,0
338,20,91.0,14145,0,7,7,36,3,5,5,0.0,4,4,3,2,995,1208,1621,3,1,4,8,0,0,440,0,0,0.0,0
339,20,66.0,12400,0,6,7,62,3,5,5,176.0,3,3,2,1,630,1215,1215,3,1,3,6,0,0,297,234,0,0.0,0
340,60,85.0,14191,0,8,5,18,3,11,11,0.0,4,4,3,1,967,967,1908,4,1,4,9,0,0,431,0,0,0.0,0
341,20,60.0,8400,0,4,4,70,3,5,3,0.0,2,3,2,1,721,721,841,2,1,3,4,0,0,294,0,0,0.0,0
342,90,0.0,8544,0,3,4,71,3,4,4,340.0,3,0,0,0,0,0,1040,2,2,3,6,0,0,400,0,0,0.0,0
343,120,63.0,8849,0,9,5,15,3,6,6,616.0,5,5,3,1,1656,1684,1684,2,1,5,6,0,1,564,0,0,0.0,0
344,160,36.0,2592,0,5,3,44,3,12,12,0.0,3,4,3,1,175,536,1112,3,1,3,4,0,0,336,0,0,0.0,0
345,50,65.0,6435,0,6,5,81,3,6,6,0.0,3,3,3,1,972,972,1577,3,1,2,6,0,1,312,0,0,0.0,0
346,20,0.0,12772,0,6,8,60,3,6,6,0.0,3,3,3,2,460,958,958,2,1,3,5,0,0,301,0,0,0.0,0
347,20,0.0,17600,0,6,5,60,3,5,5,30.0,3,3,3,1,208,1478,1478,3,1,3,6,0,2,498,0,0,0.0,0
348,160,36.0,2448,0,7,5,17,3,11,8,106.0,4,4,3,1,191,764,1626,2,1,4,6,0,0,474,0,0,0.0,0
349,60,56.0,20431,0,9,5,15,3,12,12,870.0,5,5,3,1,438,1848,2728,4,1,5,10,0,2,706,0,0,1.0,0
350,120,68.0,7820,0,9,5,13,3,6,6,362.0,5,5,3,1,1869,1869,1869,2,1,5,6,0,1,617,0,0,1.0,0
351,120,0.0,5271,0,7,5,34,3,5,5,0.0,3,4,3,4,371,1453,1453,2,1,4,6,0,1,445,184,0,0.0,1
352,50,60.0,9084,0,5,6,79,3,11,11,0.0,3,3,2,2,0,616,1111,3,1,3,5,0,0,200,0,0,0.0,0
353,30,60.0,8520,0,6,8,92,3,11,11,0.0,3,3,3,1,624,624,720,2,1,3,5,0,0,484,0,0,0.0,0
354,50,60.0,8400,0,6,5,80,3,5,6,0.0,3,3,3,1,552,940,1595,2,1,3,6,0,2,240,0,0,0.0,0
355,20,105.0,11249,0,6,5,25,3,11,11,0.0,4,4,4,1,322,1200,1200,3,1,4,6,0,0,521,0,0,0.0,0
356,20,0.0,9248,0,6,6,28,3,7,7,106.0,3,4,3,1,598,1158,1167,3,1,4,6,0,0,400,0,0,0.0,0
357,120,44.0,4224,0,5,5,44,3,12,12,0.0,3,4,3,1,268,1142,1142,3,1,3,6,0,1,528,0,0,0.0,0
358,80,92.0,6930,0,5,4,62,3,5,4,120.0,3,3,3,3,468,1062,1352,3,1,4,6,2,0,288,0,0,0.0,1
359,60,78.0,12011,0,8,5,22,3,11,11,530.0,4,4,3,3,130,1086,1924,3,1,4,7,0,1,592,374,0,0.0,0
360,85,0.0,7540,0,6,6,42,3,11,11,0.0,3,4,3,3,115,888,912,2,1,3,5,0,1,470,192,0,0.0,0
361,50,0.0,9144,0,5,5,80,3,6,6,0.0,3,3,3,1,484,883,1505,3,1,3,8,0,0,240,0,0,0.0,0
362,85,64.0,7301,0,7,5,17,3,7,7,500.0,4,0,0,0,0,0,1922,4,1,4,7,0,1,672,0,0,0.0,0
363,160,21.0,1680,0,6,8,48,3,7,7,510.0,3,3,3,1,321,483,987,2,1,4,5,0,0,264,0,0,0.0,0
364,60,0.0,18800,0,6,5,44,3,7,7,120.0,3,4,3,2,84,796,1574,3,1,3,6,0,1,566,0,0,0.0,0
365,70,59.0,10690,0,5,7,100,3,11,11,0.0,3,3,2,1,216,672,1344,3,1,3,6,0,0,468,0,0,0.0,0
366,20,0.0,9500,0,6,5,57,3,9,9,247.0,3,4,3,1,785,1394,1394,3,1,3,6,0,2,514,185,0,0.0,0
367,80,101.0,9150,0,6,5,58,1,9,9,305.0,3,4,3,4,728,1099,1431,3,1,3,6,0,1,296,0,0,0.0,0
368,20,78.0,7800,0,5,6,66,3,7,7,200.0,3,3,3,1,728,1268,1268,2,1,3,7,0,1,244,0,0,0.0,0
369,20,0.0,9830,0,5,7,61,3,5,5,0.0,3,3,3,1,733,1063,1287,3,1,4,7,0,1,576,182,0,0.0,0
370,60,0.0,8121,0,6,5,20,3,11,11,0.0,3,4,3,1,953,953,1664,3,1,3,7,0,1,460,0,0,0.0,0
371,50,80.0,17120,0,4,4,61,3,8,9,0.0,3,0,0,0,0,0,1588,4,1,3,7,2,1,680,0,0,0.0,0
372,120,50.0,7175,0,6,5,36,3,9,9,0.0,3,4,3,1,0,744,752,2,1,3,4,0,0,264,90,0,0.0,0
373,20,79.0,10634,0,5,6,67,3,6,6,0.0,3,3,3,1,0,608,1319,3,1,3,5,2,0,270,0,0,0.0,0
374,60,65.0,8200,0,7,5,17,3,11,11,0.0,4,4,3,1,847,847,1928,4,1,4,8,0,1,434,0,0,0.0,0
376,85,57.0,8846,0,5,5,24,3,11,11,0.0,4,4,3,3,572,870,914,2,1,3,5,0,0,576,0,0,0.0,0
377,60,102.0,11143,0,8,5,16,3,12,12,0.0,4,4,3,1,1580,1580,2466,4,1,4,8,0,1,610,0,0,0.0,0
378,20,88.0,11394,0,9,2,10,3,11,11,350.0,4,5,3,3,411,1856,1856,1,1,5,8,0,1,834,0,0,1.0,0
379,60,60.0,8123,0,6,5,20,3,11,11,16.0,3,4,3,1,982,982,1800,3,1,3,7,0,1,463,0,0,0.0,0
380,50,50.0,5000,0,5,6,96,3,10,5,0.0,3,3,3,1,808,1026,1691,3,1,4,6,0,1,308,0,0,0.0,0
381,20,60.0,7200,0,7,5,14,3,11,11,0.0,4,4,4,1,1293,1293,1301,2,1,4,5,0,1,572,0,0,1.0,0
382,60,79.0,9245,0,7,5,14,3,11,11,0.0,4,4,3,3,939,939,1797,3,1,4,8,0,0,639,0,0,0.0,0
383,45,60.0,9000,0,6,3,92,3,5,5,0.0,3,2,2,1,784,784,784,2,1,3,5,0,0,360,0,0,0.0,0
384,60,0.0,53107,0,6,5,28,3,7,7,0.0,4,4,3,3,595,1580,1953,3,1,4,9,0,2,501,0,0,0.0,0
385,120,43.0,3182,0,8,5,16,3,11,11,16.0,4,4,3,1,1232,1256,1269,2,1,4,6,0,1,430,144,0,0.0,0
387,80,72.0,7200,0,6,6,44,3,6,6,255.0,3,3,3,3,410,1041,1125,3,1,3,6,0,1,352,0,0,0.0,1
388,20,93.0,9382,0,7,5,21,3,11,11,125.0,4,4,3,1,1468,1468,1479,3,1,4,6,0,0,577,0,0,0.0,0
389,60,96.0,12474,0,10,5,13,3,11,11,272.0,5,5,3,3,402,1682,2332,3,1,5,9,0,1,846,0,0,1.0,0
390,50,50.0,8405,0,5,8,120,3,6,6,0.0,3,3,4,1,229,861,1367,4,1,3,7,0,0,384,0,0,0.0,0
391,60,71.0,12209,0,6,5,19,3,11,11,0.0,3,5,3,1,114,804,1961,3,1,4,7,0,1,560,0,0,0.0,0
392,20,0.0,8339,0,5,7,61,3,6,6,0.0,3,0,0,0,0,0,882,3,1,3,5,0,0,294,0,0,0.0,0
394,50,60.0,10134,0,5,6,80,3,6,6,0.0,3,3,3,1,735,735,1034,2,1,3,5,0,0,240,0,0,0.0,0
395,20,68.0,9571,0,5,6,64,3,5,5,0.0,3,3,3,3,405,1144,1144,3,1,3,6,0,0,596,0,0,0.0,0
396,20,60.0,7200,0,5,5,48,3,6,6,0.0,3,3,3,3,117,894,894,2,1,3,6,0,0,600,0,0,0.0,0
397,60,69.0,7590,0,5,5,58,3,11,11,288.0,3,3,3,1,324,864,1812,4,1,3,8,0,1,264,0,0,0.0,0
398,30,60.0,8967,0,5,2,100,3,6,6,0.0,3,2,1,1,961,961,1077,2,1,3,6,5,0,338,0,0,0.0,1
399,60,65.0,8125,0,7,5,14,3,12,12,100.0,4,4,3,1,280,1092,1550,2,1,4,7,0,0,438,0,0,0.0,0
400,120,38.0,14963,0,8,5,24,3,10,10,0.0,4,4,3,1,474,1260,1288,1,1,5,4,0,2,500,224,0,0.0,0
401,20,65.0,8767,0,7,5,15,3,11,11,0.0,4,4,3,3,1286,1310,1310,3,1,4,6,0,1,400,0,0,1.0,0
402,30,60.0,10200,0,5,8,80,3,5,5,0.0,3,3,3,1,672,672,672,2,1,3,4,0,0,240,0,0,0.0,0
403,60,93.0,12090,0,8,5,22,3,11,11,650.0,4,4,3,1,1141,1141,2263,4,1,4,10,0,1,420,0,0,0.0,1
404,60,0.0,10364,0,6,5,25,3,6,6,0.0,3,4,3,1,806,806,1572,3,1,3,7,0,1,373,0,0,0.0,0
