,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageFinish,GarageCars,GarageArea,SalePrice
339,6,62,22,3,3,1215,1215,1215,1,3,6,0,1,1,297,155000
340,8,18,18,4,4,967,993,1908,2,4,9,0,3,2,431,202900
341,4,70,70,2,3,721,841,841,1,3,4,0,1,1,294,82000
342,3,71,70,3,0,0,1040,1040,2,3,6,0,1,2,400,87500
343,9,15,15,5,5,1684,1684,1684,2,5,6,5,2,2,564,266000
344,5,44,44,3,4,536,536,1112,1,3,4,0,1,1,336,85000
345,6,81,70,3,3,972,972,1577,1,2,6,4,1,1,312,140200
346,6,60,22,3,3,958,958,958,1,3,5,0,2,1,301,151500
347,6,60,60,3,3,1478,1478,1478,2,3,6,4,1,2,498,157500
348,7,17,16,4,4,764,764,1626,2,4,6,0,2,2,474,154000
349,9,15,14,5,5,1848,1848,2728,2,5,10,5,3,3,706,437154
350,9,13,13,5,5,1869,1869,1869,2,5,6,4,2,2,617,318061
351,7,34,34,3,4,1453,1453,1453,1,4,6,3,2,2,445,190000
352,5,79,70,3,3,616,616,1111,1,3,5,0,1,1,200,95000
353,6,92,17,3,3,624,720,720,1,3,5,0,1,2,484,105900
354,6,80,20,3,3,940,1192,1595,1,3,6,4,1,1,240,140000
355,6,25,25,4,4,1200,1200,1200,2,4,6,0,2,2,521,177500
356,6,28,28,3,4,1158,1167,1167,2,4,6,0,2,2,400,173000
357,5,44,44,3,4,1142,1142,1142,1,3,6,1,3,2,528,134000
358,5,62,62,3,3,1062,1352,1352,1,4,6,0,1,1,288,130000
359,8,22,22,4,4,1086,1086,1924,2,4,7,3,2,2,592,280000
360,6,42,42,3,4,888,912,912,1,3,5,3,2,2,470,156000
361,5,80,38,3,3,883,988,1505,1,3,8,0,1,1,240,145000
362,7,17,17,4,0,0,495,1922,3,4,7,5,2,2,672,198500
363,6,48,13,3,3,483,483,987,1,4,5,0,1,1,264,118000
364,6,44,44,3,4,796,790,1574,2,3,6,3,3,2,566,190000
365,5,100,23,3,3,672,672,1344,1,3,6,0,1,1,468,147000
366,6,57,57,3,4,1394,1394,1394,1,3,6,4,2,2,514,159000
367,6,58,58,3,4,1099,1431,1431,1,3,6,4,2,1,296,165000
368,5,66,66,3,3,1268,1268,1268,1,3,7,4,3,1,244,132000
369,5,61,14,3,3,1063,1287,1287,1,4,7,4,3,2,576,162000
370,6,20,20,3,4,953,953,1664,2,3,7,3,2,2,460,172400
371,4,61,61,3,0,0,1120,1588,2,3,7,4,3,2,680,134432
372,6,36,36,3,4,744,752,752,1,3,4,0,1,1,264,125000
373,5,67,67,3,3,608,1319,1319,1,3,5,0,1,1,270,123000
374,7,17,16,4,4,847,847,1928,2,4,8,4,3,2,434,219500
375,1,98,70,2,2,683,904,904,0,2,4,0,0,0,0,61000
376,5,24,24,4,4,870,914,914,1,3,5,0,1,2,576,148000
377,8,16,15,4,4,1580,1580,2466,3,4,8,4,2,2,610,340000
378,9,10,10,4,5,1856,1856,1856,1,5,8,5,3,3,834,394432
379,6,20,20,3,4,982,1007,1800,2,3,7,3,3,2,463,179000
380,5,96,70,3,3,1026,1026,1691,2,4,6,4,1,1,308,127000
381,7,14,14,4,4,1293,1301,1301,2,4,5,4,2,2,572,187750
382,7,14,14,4,4,939,939,1797,2,4,8,0,2,2,639,213500
383,6,92,70,3,2,784,784,784,1,3,5,0,1,2,360,76000
384,6,28,28,4,4,1580,1079,1953,2,4,9,2,3,2,501,240000
385,8,16,15,4,4,1256,1269,1269,2,4,6,3,3,2,430,192000
386,5,110,24,3,3,658,658,1184,1,3,8,0,0,0,0,81000
387,6,44,44,3,3,1041,1125,1125,1,3,6,2,1,1,352,125000
388,7,21,20,4,4,1468,1479,1479,2,4,6,0,2,2,577,191000
389,10,13,12,5,5,1682,1742,2332,2,5,9,5,3,3,846,426000
390,5,120,70,3,3,861,961,1367,1,3,7,0,1,1,384,119000
391,6,19,18,3,5,804,804,1961,2,4,7,3,3,2,560,215000
392,5,61,61,3,0,0,882,882,1,3,5,0,2,1,294,106500
393,4,79,70,3,3,788,788,788,1,3,4,3,0,0,0,100000
394,5,80,70,3,3,735,735,1034,1,3,5,0,1,1,240,109000
395,5,64,64,3,3,1144,1144,1144,1,3,6,0,1,1,596,129000
396,5,48,48,3,3,894,894,894,1,3,6,0,2,2,600,123000
397,5,58,58,3,3,864,876,1812,2,3,8,3,2,1,264,169500
398,5,100,70,3,2,961,1077,1077,1,3,6,0,1,1,338,67000
399,7,14,13,4,4,1092,1112,1550,2,4,7,0,3,2,438,241000
400,8,24,24,4,4,1260,1288,1288,1,5,4,4,3,2,500,245500
401,7,15,15,4,4,1310,1310,1310,2,4,6,4,3,2,400,164990
402,5,80,23,3,3,672,672,672,1,3,4,0,1,1,240,108000
403,8,22,22,4,4,1141,1165,2263,2,4,10,3,3,2,420,258000
404,6,25,24,3,4,806,806,1572,2,3,7,3,3,2,373,168000
405,4,44,27,3,3,1281,1620,1620,2,3,8,3,1,2,490,150000
406,6,84,70,3,3,1064,1166,1639,1,3,6,0,1,1,240,115000
407,6,105,44,3,4,840,840,1680,2,3,8,0,1,1,308,177000
408,7,14,14,4,5,1063,1071,2172,2,4,9,4,2,3,947,280000
409,8,13,12,4,5,1034,1050,2078,2,5,8,4,3,3,836,339750
410,5,62,62,3,3,1276,1276,1276,1,3,5,0,1,1,350,60000
411,5,65,65,3,3,1056,1056,1056,1,3,5,0,3,2,572,145000
412,7,11,11,5,5,1470,1478,1478,2,4,7,4,3,2,484,222000
413,5,93,70,3,3,1008,1028,1028,1,3,5,4,1,2,360,115000
414,7,27,27,4,4,1080,1080,2097,2,4,9,3,1,3,678,228000
415,7,13,13,4,4,1340,1340,1340,2,4,6,0,3,2,396,181134
416,6,42,42,3,3,672,672,1400,1,3,6,3,3,2,440,149500
417,6,102,70,3,4,1370,1370,2624,2,3,10,4,1,3,864,239000
418,5,80,70,3,3,756,756,1134,1,3,7,0,1,1,240,126000
419,5,52,52,3,3,1056,1056,1056,1,3,6,2,1,1,304,142000
420,7,23,22,3,4,1344,1344,1344,2,3,8,0,3,4,784,206300
421,6,43,20,4,4,1602,1602,1602,2,4,8,3,3,2,529,215000
422,5,66,66,3,3,988,988,988,1,3,4,0,2,2,520,113000
423,8,22,22,4,4,1470,1470,2630,2,4,8,3,3,3,696,315000
424,6,64,64,3,4,1196,1196,1196,1,3,6,4,2,1,297,139000
425,7,74,28,3,3,651,707,1389,1,3,6,4,1,1,240,135000
426,7,31,31,4,4,1518,1644,1644,2,4,5,3,3,2,569,275000
427,4,63,63,3,3,907,907,907,1,3,5,0,1,1,352,109008
428,7,13,13,4,4,1208,1208,1208,2,4,6,0,2,2,628,195400
429,6,32,32,3,4,1392,1412,1412,2,4,6,3,1,2,576,175000
430,6,49,49,3,3,483,483,987,1,3,4,0,1,1,264,85400
431,6,100,22,3,3,901,1088,1198,1,3,7,0,0,0,0,79900
432,5,49,49,3,3,765,765,1365,1,3,6,0,1,2,440,122500
433,6,23,22,3,4,926,926,1604,2,3,7,3,3,2,470,181000
434,4,48,48,3,4,630,630,630,1,3,3,0,0,0,0,81000
435,7,24,24,4,4,799,827,1661,2,4,6,3,2,2,550,212000
436,6,100,70,3,2,648,734,1118,1,3,6,0,1,2,440,116000
437,6,94,16,4,3,884,904,904,1,3,4,0,1,1,180,119000
438,5,107,18,3,3,440,694,694,1,4,4,4,1,1,352,90350
439,6,100,20,3,3,684,684,1196,1,4,7,0,1,2,528,110000
440,10,12,12,5,5,3094,2402,2402,2,5,10,4,3,3,672,555000
441,4,65,65,3,3,1440,1440,1440,2,2,8,0,0,0,0,118000
442,5,90,28,3,3,1078,1128,1573,2,3,8,4,1,2,360,162900
443,7,14,13,4,5,1258,1258,1258,2,4,6,4,3,3,648,172500
444,7,26,25,4,4,915,933,1908,2,4,8,3,1,2,493,210000
445,6,64,64,3,3,1436,1689,1689,1,3,7,4,1,2,480,127500
446,6,54,18,4,3,1517,1888,1888,2,4,6,4,3,2,578,190000
447,7,22,21,4,4,930,956,1886,2,4,10,3,3,2,431,199900
448,6,83,70,3,3,780,780,1376,2,3,7,4,1,1,198,119500
449,3,72,18,3,3,649,679,1183,1,3,6,0,1,1,308,120000
450,6,90,15,3,3,813,813,813,1,4,5,0,1,1,270,110000
451,7,45,45,3,4,1533,1533,1533,2,4,5,3,1,2,576,280000
452,6,24,23,4,5,872,888,1756,2,3,7,0,3,2,422,204000
453,8,12,12,4,4,768,786,1590,2,4,6,0,2,2,676,210000
454,5,44,44,3,3,1728,1728,1728,2,3,8,0,1,2,560,188000
455,7,47,47,3,3,1242,1242,1242,1,3,6,3,1,2,528,175500
456,5,104,70,3,3,624,624,1344,1,3,7,0,1,3,513,98000
457,4,66,26,3,4,1364,1663,1663,1,4,6,4,3,2,529,256000
458,8,95,24,3,3,588,833,1666,1,4,7,4,1,1,228,161000
459,5,70,70,3,3,709,979,1203,1,4,5,3,1,1,352,110000
460,8,11,11,4,4,832,832,1935,2,3,8,0,3,2,552,263435
461,7,84,13,4,4,560,575,1135,1,4,6,0,2,2,576,155000
462,5,55,55,3,3,864,864,864,1,3,5,1,1,1,360,62383
463,6,86,25,3,3,715,849,1660,1,3,6,4,1,1,240,188700
464,5,42,42,3,4,1040,1040,1040,2,3,5,0,0,0,0,124000
465,7,16,16,4,4,1375,1414,1414,2,4,6,3,3,2,398,178740
466,7,50,50,3,3,1277,1277,1277,1,3,5,1,1,2,526,167000
467,5,78,25,3,3,728,888,1644,1,4,7,4,1,1,312,146500
468,8,14,14,4,4,1626,1634,1634,2,4,7,4,2,3,866,250000
469,6,27,27,4,4,832,832,1710,2,4,7,0,2,2,506,187000
470,8,35,35,4,4,1488,1502,1502,1,4,4,0,2,2,528,212000
471,7,43,43,3,4,808,1161,1969,2,3,8,4,2,2,534,190000
472,6,15,15,3,4,547,1072,1072,1,3,5,0,2,2,525,148000
473,8,14,13,4,5,1976,1976,1976,2,4,7,5,2,3,908,440000
474,8,20,20,4,4,1494,1652,1652,2,5,6,0,2,2,499,251000
475,5,57,57,3,3,970,970,970,1,3,5,0,1,2,624,132500
476,6,23,22,3,4,1478,1493,1493,2,4,7,3,3,2,508,208900
477,9,14,14,5,4,2153,2069,2643,2,5,9,4,3,3,694,380000
478,8,13,12,4,5,1705,1718,1718,2,4,7,4,2,3,826,297000
479,4,83,20,3,2,907,1131,1131,1,3,7,0,1,2,672,89471
480,9,16,15,4,5,1833,1850,1850,2,4,8,4,3,3,772,326000
481,9,17,16,4,5,1792,1792,1792,2,5,6,4,3,3,874,374000
482,7,105,15,4,3,910,916,1826,1,5,7,4,1,1,164,155000
483,6,22,22,3,5,1216,1216,1216,2,3,5,0,1,2,402,164000
484,5,58,19,3,3,999,999,999,1,4,6,0,1,1,264,132500
485,5,70,13,4,3,1113,1113,1113,1,4,5,4,1,1,264,147000
486,5,55,55,3,3,1073,1073,1073,1,3,6,0,2,2,515,156000
487,5,49,49,3,4,1484,1484,1484,2,3,7,3,1,2,487,175000
488,5,120,50,3,3,954,1766,2414,2,3,10,4,1,2,520,160000
489,4,50,18,3,4,630,630,630,1,4,3,0,1,1,286,86000
490,5,44,44,3,4,264,616,1304,1,3,4,4,3,1,336,115000
491,6,79,70,3,3,806,958,1578,1,2,5,3,1,1,240,133000
492,6,14,14,4,4,728,728,1456,2,3,8,0,2,2,429,172785
493,5,60,60,3,3,1269,1269,1269,1,3,6,2,1,1,308,155000
494,5,82,24,3,2,190,886,886,1,3,4,0,1,1,273,91300
495,4,100,70,3,3,720,720,720,1,3,4,0,0,0,0,34900
496,8,28,27,4,4,3200,3228,3228,3,4,10,4,2,2,546,430000
497,7,95,70,3,3,1026,1133,1820,2,3,8,0,1,1,240,184000
498,5,53,16,3,3,864,899,899,1,4,5,0,3,1,288,130000
499,5,62,35,3,3,912,912,912,1,3,5,0,3,1,297,120000
500,6,47,47,3,3,672,672,1218,1,3,7,0,1,1,264,113000
501,7,15,15,4,4,866,866,1768,2,4,7,0,2,2,603,226700
502,5,55,55,3,3,1214,1214,1214,1,3,6,0,1,2,461,140000
503,7,61,23,3,3,1501,1801,1801,2,3,6,3,3,2,484,289000
504,6,46,46,3,3,855,855,1322,2,3,6,2,1,2,440,147000
505,5,68,68,3,3,960,960,1960,2,3,10,0,1,2,400,124500
506,8,27,26,4,4,777,1065,1911,2,4,8,3,2,2,471,215000
507,6,11,11,4,4,1218,1218,1218,2,4,4,0,3,2,676,208300
508,7,92,15,3,3,689,689,1378,2,4,7,4,1,2,360,161000
509,5,61,61,3,3,1041,1041,1041,1,3,6,0,2,1,270,124500
510,5,69,20,4,3,1008,1363,1363,1,3,6,3,1,1,288,164900
511,7,15,14,4,4,1368,1368,1368,2,4,6,4,2,2,474,202665
512,5,62,62,3,3,864,864,864,1,3,5,0,1,2,624,129900
513,6,37,37,3,3,1084,1080,1080,1,3,5,0,1,2,484,134000
514,5,94,70,3,3,768,789,789,1,3,5,0,1,1,200,96500
515,10,11,11,5,5,2006,2020,2020,2,5,9,4,3,3,900,402861
516,6,48,48,3,3,689,1378,2119,2,3,7,3,2,2,583,158000
517,7,24,23,4,4,1264,1277,2344,2,4,7,3,2,3,889,265000
518,6,22,22,3,4,794,882,1796,2,3,7,0,2,2,546,211000
519,7,94,16,4,4,1276,1276,2080,1,4,9,4,1,1,282,234000
520,4,120,20,3,0,0,694,1294,2,3,7,0,0,0,0,106250
521,6,63,63,3,3,1244,1244,1244,1,3,6,4,1,1,336,150000
522,6,73,70,3,3,1004,1004,1664,2,3,7,4,1,2,420,159000
523,10,13,12,5,5,3138,3138,4676,3,5,11,4,3,3,884,184750
524,7,24,23,4,4,1379,1383,2398,2,4,8,3,3,3,834,315750
525,7,15,15,4,4,1257,1266,1266,2,4,6,3,1,2,453,176000
526,5,64,20,3,4,928,928,928,1,3,4,0,1,1,252,132000
527,9,12,12,5,5,1452,1476,2713,2,5,11,4,3,3,858,446261
528,4,100,18,3,3,528,605,605,1,3,5,0,0,0,0,86000
529,6,63,45,4,3,2035,2515,2515,3,3,9,3,2,2,484,200624
530,6,32,31,4,4,1461,1509,1509,2,4,5,2,2,2,600,175000
531,6,100,21,3,2,611,751,1362,2,3,6,0,3,2,502,128000
532,5,65,13,3,0,0,827,827,1,3,5,1,1,1,392,107500
533,1,74,70,2,0,0,334,334,1,2,2,0,0,0,0,39300
534,8,16,16,4,5,707,707,1414,2,4,6,4,3,2,403,178000
535,5,110,29,3,4,1117,820,1347,1,3,5,0,0,0,0,107500
536,7,22,21,3,4,880,880,1724,2,4,8,0,3,2,527,188000
537,4,48,48,3,3,864,864,864,1,3,5,0,1,2,576,111250
538,5,52,52,3,3,1051,1159,1159,1,3,7,2,1,1,336,158000
539,8,19,18,4,4,1581,1601,1601,2,4,6,3,2,2,670,272000
540,9,14,14,5,5,1838,1838,1838,2,5,8,4,3,3,765,315000
541,8,20,20,4,4,969,997,2285,2,4,8,3,3,3,648,248000
542,7,22,21,4,5,1650,1680,1680,2,4,7,3,3,2,583,213250
543,7,22,22,3,4,723,767,767,1,3,4,0,3,1,367,133000
544,7,14,14,4,4,654,664,1496,2,4,7,4,2,2,426,179665
545,7,32,32,4,4,1204,1377,2183,2,4,9,0,1,3,786,229000
546,6,97,70,3,4,1065,915,1635,1,3,6,4,1,2,440,210000
547,5,50,50,3,4,768,768,768,1,3,5,0,1,2,624,129500
548,5,65,25,3,3,825,825,825,1,3,4,0,2,2,720,125000
549,7,17,16,4,4,912,912,2094,2,4,8,4,3,2,615,263000
550,6,43,43,3,4,1069,1069,1069,2,3,4,0,2,2,440,140000
551,5,63,63,3,3,928,928,928,1,3,5,0,3,1,288,112500
552,8,14,14,4,5,1709,1717,1717,2,4,7,4,2,3,908,255500
553,4,71,17,3,0,0,1126,1126,2,4,5,0,3,2,520,108000
554,7,17,16,4,4,998,1006,2046,2,4,8,4,2,3,871,284000
555,5,98,70,3,3,993,1048,1048,1,3,5,4,1,1,280,113000
556,5,63,63,3,3,1092,1092,1092,1,3,6,3,3,1,299,141000
557,4,100,70,3,3,637,897,1336,1,3,7,0,1,1,570,108000
558,7,24,23,3,4,729,729,1446,2,3,6,3,1,2,406,175000
559,7,17,16,4,4,1374,1557,1557,2,4,7,3,3,2,420,234000
560,5,63,24,3,4,1392,1392,1392,1,3,5,4,1,2,528,121500
561,5,46,45,3,4,1389,1389,1389,1,3,6,3,2,2,418,170000
562,5,80,51,3,3,996,996,996,1,3,6,4,0,0,0,108000
563,6,102,70,3,4,1163,1163,1674,2,3,8,4,3,2,396,185000
564,7,28,20,4,4,1095,1166,2295,2,4,9,3,2,2,590,268000
565,6,105,70,3,4,806,841,1647,1,2,6,0,1,1,216,128000
566,9,15,13,4,4,1122,1134,2504,2,5,11,4,3,3,656,325000
567,7,16,16,4,4,1517,1535,1535,2,4,7,0,2,2,532,214000
568,8,37,11,4,4,1496,1496,2132,1,4,5,4,3,2,612,316600
569,5,41,41,3,4,943,943,943,1,3,4,3,1,2,600,135960
570,5,55,55,3,3,1728,1728,1728,2,3,10,0,1,2,576,142600
571,6,61,61,3,3,864,864,864,1,4,4,0,1,1,288,120000
572,7,11,11,3,5,846,846,1692,2,4,6,0,2,2,650,224500
573,7,20,20,3,4,384,774,1430,2,3,8,3,2,2,400,170000
574,5,49,15,3,3,372,576,1109,1,3,5,0,1,1,288,139000
575,5,73,70,3,3,832,832,1216,1,3,6,0,1,1,336,118500
576,7,92,70,3,3,861,877,1477,2,3,6,4,1,1,216,145000
577,5,54,54,3,3,1164,1320,1320,1,3,6,2,2,2,564,164500
578,7,13,13,4,4,689,703,1392,2,4,5,0,1,2,540,146000
579,5,66,66,3,3,1050,1050,1795,2,3,7,0,1,1,352,131500
580,6,60,33,3,3,1144,1429,1429,1,4,7,4,1,2,572,181900
581,8,12,11,5,5,2042,2042,2042,2,5,8,4,2,3,1390,253293
582,6,30,30,3,4,816,816,816,1,3,5,0,0,0,0,118500
583,10,127,20,5,3,1237,1521,2775,3,4,9,4,1,2,880,325000
584,4,85,25,3,3,884,989,1573,1,4,6,0,1,1,240,133000
585,8,15,14,4,5,1868,2028,2028,2,4,7,4,2,3,880,369900
586,6,102,20,3,3,816,838,838,1,2,5,0,3,1,275,130000
587,5,38,38,3,3,840,860,860,1,3,4,0,1,2,528,137000
588,5,52,17,3,3,1437,1473,1473,1,5,5,4,1,1,452,143000
589,5,90,60,3,3,742,779,935,1,3,4,0,1,1,308,79500
590,7,16,16,4,4,770,770,1582,2,4,6,0,2,2,520,185900
591,10,12,12,5,5,1722,1728,2296,2,5,10,4,2,3,842,451950
592,5,38,17,3,3,816,816,816,1,3,4,0,3,2,816,138000
593,6,17,17,4,4,848,848,848,1,4,4,0,3,2,420,140000
594,5,45,45,3,4,924,924,924,1,3,5,0,1,1,280,110000
595,8,15,14,4,4,1814,1826,1826,2,4,7,3,3,3,758,319000
596,6,110,27,3,3,684,684,1368,1,3,7,0,1,1,216,114504
597,7,14,13,4,5,1258,1402,1402,0,4,7,4,3,3,648,194201
598,5,43,43,3,4,1430,1647,1647,2,4,7,3,3,2,621,217500
599,6,40,40,3,4,716,716,1556,2,3,6,3,3,2,452,151000
600,8,15,15,4,4,1058,1058,1904,2,5,8,4,3,2,736,275000
601,6,83,70,3,3,780,780,1375,1,4,6,4,1,1,544,141000
602,8,28,28,4,4,908,927,1915,2,4,8,3,3,2,506,220000
603,7,16,15,4,4,600,600,1200,2,4,4,0,2,2,480,151000
604,7,18,18,4,4,1494,1494,1494,2,4,6,3,2,2,530,221000
605,7,55,30,3,3,768,1186,1986,2,3,7,2,1,2,486,205000
606,5,24,24,3,4,1040,1040,1040,1,4,6,0,1,2,576,152000
607,5,72,18,3,3,896,1112,2008,3,5,8,0,1,1,230,225000
608,8,86,22,3,4,965,1940,3194,2,3,10,4,1,2,380,359100
609,4,59,59,3,3,1029,1029,1029,1,3,5,0,1,1,261,118500
610,9,20,20,4,5,1440,1476,2153,2,5,8,5,3,3,736,313000
611,6,42,42,3,4,1032,1032,1032,2,3,6,3,1,2,564,148000
612,8,19,19,4,4,1299,1299,1872,2,5,7,3,2,2,531,261500
613,5,13,13,3,4,1120,1120,1120,1,3,6,0,0,0,0,147000
614,4,48,48,3,4,630,630,630,1,3,3,0,0,0,0,75500
615,6,57,57,3,3,936,1054,1054,1,4,6,0,2,2,480,137500
616,6,18,17,4,4,783,807,1509,2,4,7,4,3,2,393,183200
617,6,66,66,3,3,832,832,832,1,4,4,0,1,2,528,105500
618,9,13,13,5,5,1822,1828,1828,2,4,9,4,1,3,774,314813
619,8,17,17,4,4,1482,1482,2262,2,4,10,4,3,3,749,305000
620,3,106,70,3,3,864,864,864,1,3,5,0,0,0,0,67000
621,6,46,23,3,3,1522,1548,2614,2,3,9,3,2,2,624,240000
622,5,43,43,3,3,980,980,980,1,3,6,0,1,2,484,135000
623,6,20,20,4,4,756,756,1512,2,4,4,3,1,2,440,168500
624,6,48,48,3,3,732,1012,1790,1,3,8,3,2,2,484,165150
625,6,58,58,3,3,1116,1116,1116,1,3,5,0,1,2,440,160000
626,5,60,42,3,3,978,1422,1422,1,3,6,3,2,1,286,139900
627,6,65,48,3,3,1156,1520,1520,1,3,7,4,2,1,364,153000
628,5,51,51,3,4,1040,1040,2080,1,2,9,3,1,2,504,135000
629,6,56,56,3,3,1248,1350,1350,1,3,6,0,2,2,520,168500
630,5,140,29,3,2,636,1089,1750,1,5,8,0,1,1,240,124000
631,8,14,14,4,4,1554,1554,1554,2,4,6,4,2,2,627,209500
632,7,43,43,3,3,1386,1411,1411,2,3,6,3,3,2,544,82500
633,5,66,15,3,3,1056,1056,1056,1,3,6,0,1,1,260,139400
634,6,40,40,3,3,1056,1056,1056,0,3,4,0,1,2,576,144000
635,6,106,25,2,3,1440,1440,3395,2,2,14,0,0,0,0,200000
636,2,84,70,2,3,264,800,800,1,2,4,1,0,0,0,60000
637,5,66,66,3,3,811,811,1387,2,4,7,0,1,1,256,93000
638,5,110,70,3,2,796,796,796,1,3,4,0,0,0,0,85000
639,8,14,14,4,4,1520,1567,1567,2,5,7,4,3,3,648,264561
640,8,17,16,5,5,1518,1518,1518,1,5,6,4,2,2,588,274000
641,7,19,19,4,4,1057,1057,1929,2,4,7,3,3,2,650,226000
642,8,48,25,4,4,1952,2000,2704,2,5,9,3,3,2,538,345000
643,5,51,51,3,3,780,780,1620,2,3,7,0,3,2,462,152000
644,9,11,11,5,5,1766,1766,1766,2,5,7,4,3,3,478,370878
645,6,49,49,3,3,981,981,981,1,3,5,0,1,2,576,143250
646,5,70,70,3,0,0,1048,1048,1,3,7,0,1,2,420,98300
647,6,67,67,3,3,1094,1094,1094,1,3,5,4,2,2,495,155000
648,6,54,54,3,3,756,1051,1839,1,3,7,3,1,2,442,155000
649,4,50,50,3,4,630,630,630,1,3,3,0,0,0,0,84500
650,7,13,13,4,4,813,822,1665,2,4,7,0,2,2,562,205950
651,4,80,70,3,3,755,755,1510,1,3,7,4,1,1,296,108000
652,7,24,24,4,4,880,909,1716,2,4,7,3,2,2,512,191000
653,6,114,25,3,3,756,756,1469,1,3,7,0,1,1,216,135000
654,8,25,25,4,4,2109,2113,2113,2,4,7,3,3,3,839,350000
655,6,49,49,3,3,525,525,1092,1,3,6,0,1,1,264,88000
656,5,61,14,4,3,1053,1053,1053,1,4,5,0,2,1,312,145500
657,7,89,20,3,4,776,851,1502,1,3,6,4,2,1,270,149000
658,6,72,70,3,3,912,912,1458,1,3,6,4,1,1,330,97500
659,5,56,21,3,3,1486,1486,1486,1,3,7,0,3,2,480,167000
660,7,44,44,3,4,793,1142,1935,2,3,7,3,2,2,550,197900
661,8,26,15,4,4,1629,1686,2448,2,4,8,3,2,3,711,402000
662,6,52,52,3,2,1392,1392,1392,1,3,5,3,2,2,576,110000
663,4,48,48,3,4,1138,1181,1181,2,3,6,0,2,2,588,137500
664,8,15,14,4,5,2077,2097,2097,1,5,8,5,3,3,1134,423000
665,8,20,20,4,4,1406,1454,1936,2,4,7,3,2,2,504,230500
666,6,55,41,3,4,1021,1465,2380,2,3,7,1,1,2,596,129000
667,6,26,22,3,4,1408,1679,1679,2,4,7,2,2,2,575,193500
668,5,64,33,3,3,1188,1437,1437,1,3,6,3,1,2,576,168000
669,4,98,70,3,2,700,1180,1180,1,2,5,4,1,1,252,137500
670,6,15,15,4,4,738,738,1476,2,4,7,0,3,2,540,173500
671,6,95,70,3,3,672,697,1369,2,3,6,0,1,1,300,103600
672,6,43,43,4,4,1208,1208,1208,1,3,6,3,2,2,546,165000
673,6,63,16,3,3,1477,1839,1839,2,4,7,3,3,2,416,257500
674,6,55,55,3,3,1136,1136,1136,1,3,5,4,2,1,384,140000
675,6,42,42,3,3,855,855,1441,2,3,7,3,1,2,440,148500
676,4,120,70,3,3,1095,1095,1774,2,3,8,0,1,3,779,87000
677,5,96,14,4,3,768,792,792,1,4,5,0,1,1,240,109500
678,8,12,12,4,5,2046,2046,2046,2,4,7,4,3,3,834,372500
679,5,59,59,3,3,988,988,988,1,3,5,0,1,2,572,128500
